order_id,user_id,restaurant_id,total_amount,name,city,membership,user_user_id,restaurant_name,cuisine,rating
3884,2460,25,241.57,User_2460,Pune,Gold,2460,Swagath Cafe Punjabi,,
3885,1796,86,156.98,User_1796,Chennai,Regular,1796,Sri Curry House Chinese,,
3886,759,235,1402.3,User_759,Chennai,Regular,759,Amma Delights Family Restaurant,,
3887,2355,41,1243.63,User_2355,Pune,Regular,2355,Classic Delights Pure Veg,,
3888,2355,239,1351.09,User_2355,Pune,Regular,2355,Sai Curry House North Indian,,
3889,566,152,610.52,User_566,Chennai,Regular,566,Hotel Curry House Punjabi,,
3890,2618,149,891.0,User_2618,Chennai,Gold,2618,Amma Restaurant South Indian,,
3891,308,31,717.3,User_308,Bangalore,Regular,308,Udupi Delights North Indian,,
3892,1963,426,554.42,User_1963,Pune,Gold,1963,Royal Foods Non-Veg,,
3893,709,51,1405.72,User_709,Hyderabad,Regular,709,Sri Eatery South Indian,,
3894,2356,163,773.21,User_2356,Hyderabad,Regular,2356,Spice Delights Multicuisine,,
3895,2141,196,420.14,User_2141,Bangalore,Gold,2141,Hotel Curry House Chinese,,
3896,2623,132,1325.31,User_2623,Pune,Gold,2623,Spice Tiffins Chinese,,
3897,733,360,187.39,User_733,Chennai,Gold,733,Taste of Restaurant Family Restaurant,,
3898,880,386,1230.25,User_880,Pune,Regular,880,Sai Cafe Andhra,,
3899,1450,344,883.97,User_1450,Pune,Gold,1450,Annapurna Kitchen North Indian,,
3900,2458,373,460.51,User_2458,Bangalore,Gold,2458,Sai Delights Chinese,,
3901,611,119,587.41,User_611,Pune,Gold,611,Spice Restaurant Non-Veg,,
3902,2326,256,921.36,User_2326,Hyderabad,Gold,2326,Sri Curry House Andhra,,
3903,1331,244,367.3,User_1331,Hyderabad,Gold,1331,Amma Tiffins South Indian,,
3904,297,56,1321.58,User_297,Bangalore,Regular,297,Sri Delights Pure Veg,,
3905,184,243,721.27,User_184,Chennai,Regular,184,Grand Tiffins South Indian,,
3906,602,310,234.02,User_602,Pune,Regular,602,Spice Cafe Pure Veg,,
3907,2338,1,245.3,User_2338,Pune,Regular,2338,Royal Kitchen Family Restaurant,Chinese,
3908,2119,482,620.96,User_2119,Bangalore,Regular,2119,Classic Tiffins Pure Veg,,
3909,839,322,1482.28,User_839,Chennai,Gold,839,Sri Cafe Non-Veg,,
3910,1230,281,648.1,User_1230,Chennai,Gold,1230,Swagath Cafe Non-Veg,,
3911,1426,100,1460.17,User_1426,Bangalore,Regular,1426,Spice Delights Family Restaurant,,
3912,2938,485,660.4,User_2938,Bangalore,Regular,2938,Grand Dhaba Andhra,,
3913,1567,295,356.0,User_1567,Hyderabad,Regular,1567,Sai Cafe South Indian,,
3914,1959,411,1238.06,User_1959,Chennai,Gold,1959,Swagath Delights Family Restaurant,,
3915,496,185,1016.8,User_496,Chennai,Regular,496,Hotel Dhaba Non-Veg,,
3916,2619,431,1286.51,User_2619,Bangalore,Regular,2619,Udupi Tiffins Punjabi,,
3917,817,417,969.66,User_817,Hyderabad,Regular,817,Hotel Biryani North Indian,,
3918,65,200,604.38,User_65,Pune,Regular,65,Annapurna Restaurant Pure Veg,,
3919,483,377,304.41,User_483,Pune,Gold,483,Amma Kitchen Pure Veg,,
3920,1755,257,944.23,User_1755,Hyderabad,Regular,1755,Sri Kitchen Family Restaurant,,
3921,2858,240,872.57,User_2858,Hyderabad,Regular,2858,New Mess Andhra,,
3922,1697,92,832.48,User_1697,Bangalore,Regular,1697,Amma Delights Pure Veg,,
3923,1424,287,755.96,User_1424,Pune,Gold,1424,Amma Cafe South Indian,,
3924,956,484,1409.92,User_956,Chennai,Gold,956,Taste of Biryani Punjabi,,
3925,478,7,1248.18,User_478,Pune,Regular,478,Ruchi Biryani Punjabi,,
3926,768,155,843.91,User_768,Chennai,Gold,768,Udupi Biryani Family Restaurant,,
3927,1238,209,912.95,User_1238,Chennai,Regular,1238,Royal Tiffins Family Restaurant,,
3928,495,155,1325.85,User_495,Pune,Gold,495,Udupi Biryani Family Restaurant,,
3929,1463,173,1055.34,User_1463,Chennai,Gold,1463,Darbar Delights South Indian,,
3930,2596,66,224.31,User_2596,Pune,Regular,2596,Swagath Dhaba Punjabi,,
3931,2329,19,1472.51,User_2329,Pune,Regular,2329,Classic Biryani Chinese,,
3932,1315,317,1494.85,User_1315,Hyderabad,Gold,1315,Darbar Cafe Pure Veg,,
3933,1199,492,628.93,User_1199,Pune,Gold,1199,Swagath Kitchen North Indian,,
3934,886,169,955.27,User_886,Bangalore,Regular,886,Ruchi Curry House Pure Veg,,
3935,199,281,1003.96,User_199,Pune,Gold,199,Swagath Cafe Non-Veg,,
3936,54,232,222.24,User_54,Chennai,Regular,54,New Dhaba Family Restaurant,,
3937,1055,13,275.05,User_1055,Bangalore,Regular,1055,Taste of Mess Punjabi,,
3938,1152,386,199.37,User_1152,Hyderabad,Regular,1152,Sai Cafe Andhra,,
3939,2517,240,1305.85,User_2517,Pune,Gold,2517,New Mess Andhra,,
3940,1464,136,1170.01,User_1464,Bangalore,Regular,1464,Hotel Cafe South Indian,,
3941,1308,55,1329.35,User_1308,Bangalore,Regular,1308,Darbar Restaurant Multicuisine,,
3942,2280,148,322.33,User_2280,Bangalore,Regular,2280,Swagath Restaurant North Indian,,
3943,1628,355,1477.23,User_1628,Hyderabad,Gold,1628,Swagath Restaurant Chinese,,
3944,1611,404,1184.44,User_1611,Pune,Regular,1611,Classic Dhaba South Indian,,
3945,1608,234,384.37,User_1608,Bangalore,Gold,1608,Swagath Kitchen North Indian,,
3946,371,165,444.59,User_371,Bangalore,Regular,371,Udupi Kitchen Chinese,,
3947,1098,446,289.21,User_1098,Bangalore,Regular,1098,Annapurna Cafe Andhra,,
3948,2917,286,1411.01,User_2917,Bangalore,Gold,2917,Spice Mess Andhra,,
3949,2651,192,131.16,User_2651,Pune,Gold,2651,Darbar Restaurant Punjabi,,
3950,38,185,1032.63,User_38,Chennai,Gold,38,Hotel Dhaba Non-Veg,,
3951,2412,397,293.84,User_2412,Chennai,Gold,2412,Amma Foods Family Restaurant,,
3952,855,464,180.09,User_855,Chennai,Gold,855,Ruchi Cafe Multicuisine,,
3953,1179,450,1121.91,User_1179,Bangalore,Regular,1179,New Foods Chinese,,
3954,2036,244,1372.66,User_2036,Bangalore,Regular,2036,Amma Tiffins South Indian,,
3955,2538,90,823.55,User_2538,Hyderabad,Gold,2538,Classic Biryani Pure Veg,,
3956,2319,74,1008.66,User_2319,Chennai,Regular,2319,Spice Dhaba Non-Veg,,
3957,378,422,219.45,User_378,Pune,Gold,378,Sai Curry House South Indian,,
3958,1584,222,1002.57,User_1584,Bangalore,Regular,1584,Grand Dhaba Chinese,,
3959,1984,343,1201.71,User_1984,Pune,Gold,1984,Sai Cafe Andhra,,
3960,1380,208,1139.48,User_1380,Hyderabad,Regular,1380,New Curry House South Indian,,
3961,730,334,629.44,User_730,Bangalore,Regular,730,Darbar Tiffins Family Restaurant,,
3962,725,475,828.51,User_725,Bangalore,Gold,725,Ruchi Kitchen Punjabi,,
3963,2903,431,1186.49,User_2903,Bangalore,Regular,2903,Udupi Tiffins Punjabi,,
3964,2786,172,1210.95,User_2786,Bangalore,Regular,2786,Darbar Eatery Family Restaurant,,
3965,60,12,478.78,User_60,Chennai,Gold,60,Royal Foods Multicuisine,,
3966,1546,44,746.23,User_1546,Hyderabad,Regular,1546,Classic Dhaba Pure Veg,,
3967,1571,10,1149.31,User_1571,Pune,Gold,1571,Darbar Restaurant Andhra,,
3968,1814,274,585.21,User_1814,Chennai,Regular,1814,Amma Mess Andhra,,
3969,535,234,1485.18,User_535,Pune,Gold,535,Swagath Kitchen North Indian,,
3970,1965,57,822.33,User_1965,Hyderabad,Gold,1965,Spice Mess Punjabi,,
3971,278,108,276.95,User_278,Pune,Gold,278,Darbar Curry House North Indian,,
3972,2471,497,135.38,User_2471,Pune,Gold,2471,Hotel Delights South Indian,,
3973,2595,350,1271.47,User_2595,Bangalore,Regular,2595,Classic Curry House South Indian,,
3974,1840,339,1404.78,User_1840,Hyderabad,Regular,1840,Annapurna Eatery South Indian,,
3975,869,313,1055.09,User_869,Chennai,Regular,869,Spice Curry House South Indian,,
3976,1820,448,1240.73,User_1820,Chennai,Regular,1820,Amma Biryani Family Restaurant,,
3977,1843,151,1484.24,User_1843,Pune,Regular,1843,Annapurna Cafe Multicuisine,,
3978,2005,35,403.94,User_2005,Bangalore,Gold,2005,Royal Biryani North Indian,,
3979,3,87,407.85,User_3,Bangalore,Gold,3,Hotel Curry House Non-Veg,,
3980,1086,390,828.43,User_1086,Bangalore,Gold,1086,Grand Restaurant Pure Veg,,
3981,1077,469,885.37,User_1077,Chennai,Regular,1077,Annapurna Foods Family Restaurant,,
3982,1011,419,428.89,User_1011,Pune,Regular,1011,Darbar Delights Andhra,,
3983,1932,128,948.79,User_1932,Bangalore,Regular,1932,Swagath Kitchen South Indian,,
3984,1279,133,425.04,User_1279,Bangalore,Regular,1279,Spice Foods Non-Veg,,
3985,94,235,116.39,User_94,Chennai,Regular,94,Amma Delights Family Restaurant,,
3986,1443,297,1170.55,User_1443,Bangalore,Regular,1443,Grand Tiffins Andhra,,
3987,825,227,418.08,User_825,Chennai,Gold,825,Udupi Curry House Chinese,,
3988,2061,60,1116.58,User_2061,Chennai,Gold,2061,Grand Restaurant North Indian,,
3989,926,407,1288.17,User_926,Pune,Gold,926,Grand Cafe Chinese,,
3990,1697,302,357.44,User_1697,Bangalore,Regular,1697,Spice Curry House Andhra,,
3991,2828,207,284.19,User_2828,Pune,Regular,2828,Grand Cafe Andhra,,
3992,2591,196,218.85,User_2591,Pune,Regular,2591,Hotel Curry House Chinese,,
3993,1965,309,1463.86,User_1965,Hyderabad,Gold,1965,Ruchi Curry House Multicuisine,,
3994,754,478,328.25,User_754,Pune,Regular,754,New Tiffins Pure Veg,,
3995,607,114,695.04,User_607,Hyderabad,Regular,607,Ruchi Mess Andhra,,
3996,407,38,113.82,User_407,Pune,Gold,407,Grand Tiffins Multicuisine,,
3997,773,448,216.49,User_773,Pune,Gold,773,Amma Biryani Family Restaurant,,
3998,1727,281,489.92,User_1727,Bangalore,Regular,1727,Swagath Cafe Non-Veg,,
3999,2629,330,1009.04,User_2629,Bangalore,Regular,2629,Udupi Eatery Multicuisine,,
4000,295,359,839.49,User_295,Pune,Regular,295,Sri Foods South Indian,,
4001,777,363,332.78,User_777,Chennai,Gold,777,Annapurna Mess Pure Veg,,
4002,1069,197,437.6,User_1069,Chennai,Regular,1069,Sri Curry House North Indian,,
4003,1411,417,799.11,User_1411,Chennai,Regular,1411,Hotel Biryani North Indian,,
4004,1655,120,111.0,User_1655,Bangalore,Gold,1655,Classic Biryani Multicuisine,,
4005,2970,59,929.62,User_2970,Chennai,Regular,2970,Sai Biryani Non-Veg,,
4006,2738,154,816.06,User_2738,Pune,Gold,2738,Spice Biryani Multicuisine,,
4007,473,74,831.12,User_473,Pune,Regular,473,Spice Dhaba Non-Veg,,
4008,2137,294,1082.37,User_2137,Pune,Gold,2137,Hotel Dhaba Multicuisine,,
4009,2772,158,1349.68,User_2772,Bangalore,Gold,2772,Hotel Biryani Pure Veg,,
4010,2514,325,1179.34,User_2514,Pune,Regular,2514,Sri Cafe North Indian,,
4011,1005,153,397.11,User_1005,Chennai,Gold,1005,Annapurna Mess Andhra,,
4012,6,210,960.71,User_6,Pune,Gold,6,Annapurna Restaurant South Indian,,
4013,2572,465,772.93,User_2572,Bangalore,Regular,2572,Sai Eatery North Indian,,
4014,573,222,484.6,User_573,Bangalore,Gold,573,Grand Dhaba Chinese,,
4015,2795,165,173.38,User_2795,Pune,Regular,2795,Udupi Kitchen Chinese,,
4016,2975,361,1311.7,User_2975,Chennai,Gold,2975,Royal Dhaba Punjabi,,
4017,243,379,616.59,User_243,Bangalore,Regular,243,New Dhaba South Indian,,
4018,930,136,843.36,User_930,Bangalore,Regular,930,Hotel Cafe South Indian,,
4019,2423,150,1389.77,User_2423,Pune,Regular,2423,Sri Cafe Non-Veg,,
4020,111,80,1105.72,User_111,Bangalore,Regular,111,Spice Mess Chinese,,
4021,765,370,304.94,User_765,Hyderabad,Gold,765,Swagath Cafe Multicuisine,,
4022,1556,222,645.19,User_1556,Bangalore,Regular,1556,Grand Dhaba Chinese,,
4023,1346,305,903.68,User_1346,Pune,Regular,1346,Udupi Delights Multicuisine,,
4024,105,457,859.39,User_105,Hyderabad,Gold,105,Sai Delights Multicuisine,,
4025,154,231,651.63,User_154,Hyderabad,Regular,154,New Dhaba Punjabi,,
4026,896,404,514.5,User_896,Chennai,Gold,896,Classic Dhaba South Indian,,
4027,1697,338,888.63,User_1697,Bangalore,Regular,1697,Grand Kitchen Non-Veg,,
4028,260,237,1055.67,User_260,Bangalore,Regular,260,Grand Restaurant South Indian,,
4029,1110,279,265.08,User_1110,Pune,Gold,1110,Sri Tiffins Andhra,,
4030,1131,127,972.78,User_1131,Bangalore,Regular,1131,Hotel Eatery Family Restaurant,,
4031,830,103,808.23,User_830,Hyderabad,Gold,830,Darbar Restaurant North Indian,,
4032,1890,437,1129.21,User_1890,Chennai,Gold,1890,Swagath Tiffins Chinese,,
4033,821,247,375.72,User_821,Chennai,Gold,821,Hotel Mess Punjabi,,
4034,145,284,585.88,User_145,Hyderabad,Regular,145,Ruchi Foods Multicuisine,,
4035,2328,242,1190.35,User_2328,Bangalore,Regular,2328,Classic Dhaba Punjabi,,
4036,2674,440,773.95,User_2674,Hyderabad,Gold,2674,Annapurna Kitchen North Indian,,
4037,1913,339,1235.99,User_1913,Pune,Gold,1913,Annapurna Eatery South Indian,,
4038,549,461,842.71,User_549,Pune,Gold,549,Sai Curry House Multicuisine,,
4039,535,206,1131.55,User_535,Pune,Gold,535,Swagath Biryani Non-Veg,,
4040,798,304,179.66,User_798,Pune,Regular,798,Hotel Tiffins Andhra,,
4041,493,129,1089.72,User_493,Bangalore,Gold,493,New Cafe North Indian,,
4042,1349,496,459.27,User_1349,Chennai,Regular,1349,Swagath Eatery Multicuisine,,
4043,1408,274,339.54,User_1408,Chennai,Regular,1408,Amma Mess Andhra,,
4044,1098,297,948.04,User_1098,Bangalore,Regular,1098,Grand Tiffins Andhra,,
4045,2538,81,1291.13,User_2538,Hyderabad,Gold,2538,Darbar Mess Chinese,,
4046,511,36,224.43,User_511,Chennai,Regular,511,Sai Dhaba South Indian,,
4047,1438,161,1457.48,User_1438,Bangalore,Gold,1438,Annapurna Biryani South Indian,,
4048,1806,406,856.72,User_1806,Chennai,Gold,1806,Spice Foods Non-Veg,,
4049,1465,193,1447.6,User_1465,Pune,Regular,1465,Swagath Eatery Multicuisine,,
4050,805,251,1321.65,User_805,Pune,Gold,805,Grand Curry House Andhra,,
4051,646,164,1312.13,User_646,Pune,Gold,646,Udupi Mess Family Restaurant,,
4052,2431,200,1429.65,User_2431,Hyderabad,Regular,2431,Annapurna Restaurant Pure Veg,,
4053,2791,266,594.48,User_2791,Hyderabad,Gold,2791,Annapurna Delights Multicuisine,,
4054,2117,411,995.95,User_2117,Bangalore,Gold,2117,Swagath Delights Family Restaurant,,
4055,2411,192,835.74,User_2411,Chennai,Gold,2411,Darbar Restaurant Punjabi,,
4056,2674,370,1129.76,User_2674,Hyderabad,Gold,2674,Swagath Cafe Multicuisine,,
4057,778,474,399.7,User_778,Hyderabad,Gold,778,Annapurna Tiffins Pure Veg,,
4058,2597,186,266.66,User_2597,Pune,Gold,2597,Darbar Restaurant North Indian,,
4059,810,217,230.95,User_810,Pune,Regular,810,Royal Eatery Family Restaurant,,
4060,772,291,877.26,User_772,Bangalore,Gold,772,Annapurna Foods Non-Veg,,
4061,1588,410,1172.56,User_1588,Hyderabad,Gold,1588,Darbar Mess Pure Veg,,
4062,2924,238,477.07,User_2924,Hyderabad,Gold,2924,New Foods South Indian,,
4063,919,398,1355.57,User_919,Bangalore,Gold,919,Royal Tiffins Pure Veg,,
4064,2347,391,1372.32,User_2347,Hyderabad,Regular,2347,Sri Biryani Family Restaurant,,
4065,860,144,568.39,User_860,Pune,Regular,860,Darbar Biryani Andhra,,
4066,1897,91,1495.58,User_1897,Chennai,Gold,1897,Annapurna Mess Non-Veg,,
4067,1422,490,1023.6,User_1422,Bangalore,Gold,1422,Swagath Curry House Punjabi,,
4068,1600,421,1071.75,User_1600,Chennai,Regular,1600,Ruchi Foods Chinese,,
4069,2967,132,269.78,User_2967,Bangalore,Regular,2967,Spice Tiffins Chinese,,
4070,1304,106,282.95,User_1304,Pune,Gold,1304,Spice Foods Non-Veg,,
4071,1683,60,100.31,User_1683,Chennai,Gold,1683,Grand Restaurant North Indian,,
4072,853,275,596.19,User_853,Chennai,Regular,853,Classic Eatery South Indian,,
4073,55,59,1121.1,User_55,Bangalore,Regular,55,Sai Biryani Non-Veg,,
4074,255,20,1065.55,User_255,Chennai,Gold,255,Hotel Cafe Punjabi,,
4075,1497,177,357.03,User_1497,Bangalore,Regular,1497,Udupi Restaurant South Indian,,
4076,2445,349,1028.86,User_2445,Chennai,Gold,2445,Taste of Eatery Punjabi,,
4077,159,435,275.48,User_159,Chennai,Gold,159,Classic Delights North Indian,,
4078,927,210,1346.29,User_927,Chennai,Regular,927,Annapurna Restaurant South Indian,,
4079,33,201,848.46,User_33,Hyderabad,Regular,33,Spice Cafe Pure Veg,,
4080,974,271,620.88,User_974,Bangalore,Regular,974,Hotel Curry House North Indian,,
4081,766,78,1034.48,User_766,Chennai,Gold,766,Sri Kitchen Chinese,,
4082,365,381,468.55,User_365,Bangalore,Regular,365,New Delights North Indian,,
4083,2124,131,393.57,User_2124,Hyderabad,Gold,2124,Hotel Restaurant Non-Veg,,
4084,1822,293,148.82,User_1822,Bangalore,Gold,1822,Royal Eatery South Indian,,
4085,68,340,699.07,User_68,Pune,Gold,68,Ruchi Tiffins Punjabi,,
4086,1159,102,101.65,User_1159,Hyderabad,Regular,1159,Darbar Foods Andhra,,
4087,2290,401,661.04,User_2290,Hyderabad,Gold,2290,Darbar Eatery Pure Veg,,
4088,302,300,146.54,User_302,Pune,Gold,302,Ruchi Mess Punjabi,,
4089,509,266,153.41,User_509,Bangalore,Regular,509,Annapurna Delights Multicuisine,,
4090,1001,259,103.23,User_1001,Bangalore,Regular,1001,Amma Curry House Family Restaurant,,
4091,668,162,1164.26,User_668,Bangalore,Regular,668,New Foods Multicuisine,,
4092,2001,57,419.85,User_2001,Pune,Gold,2001,Spice Mess Punjabi,,
4093,1934,406,1131.68,User_1934,Hyderabad,Regular,1934,Spice Foods Non-Veg,,
4094,1087,172,447.69,User_1087,Pune,Regular,1087,Darbar Eatery Family Restaurant,,
4095,1959,274,833.02,User_1959,Chennai,Gold,1959,Amma Mess Andhra,,
4096,414,269,152.69,User_414,Chennai,Gold,414,Udupi Mess Pure Veg,,
4097,1819,403,597.8,User_1819,Bangalore,Gold,1819,Sai Delights Pure Veg,,
4098,1125,339,645.21,User_1125,Chennai,Gold,1125,Annapurna Eatery South Indian,,
4099,497,117,671.9,User_497,Hyderabad,Regular,497,Darbar Eatery North Indian,,
4100,2305,142,736.79,User_2305,Pune,Gold,2305,Ruchi Eatery Family Restaurant,,
4101,1311,448,511.98,User_1311,Bangalore,Regular,1311,Amma Biryani Family Restaurant,,
4102,402,415,229.48,User_402,Hyderabad,Regular,402,Ruchi Dhaba Pure Veg,,
4103,1994,249,768.38,User_1994,Hyderabad,Gold,1994,Royal Kitchen North Indian,,
4104,824,234,112.47,User_824,Hyderabad,Regular,824,Swagath Kitchen North Indian,,
4105,2411,361,368.14,User_2411,Chennai,Gold,2411,Royal Dhaba Punjabi,,
4106,2943,139,772.5,User_2943,Pune,Regular,2943,Ruchi Cafe South Indian,,
4107,2805,365,1119.53,User_2805,Bangalore,Regular,2805,Udupi Kitchen Multicuisine,,
4108,647,108,726.18,User_647,Hyderabad,Gold,647,Darbar Curry House North Indian,,
4109,2068,295,310.53,User_2068,Bangalore,Regular,2068,Sai Cafe South Indian,,
4110,1622,39,810.05,User_1622,Bangalore,Regular,1622,Ruchi Delights South Indian,,
4111,2322,148,507.1,User_2322,Pune,Gold,2322,Swagath Restaurant North Indian,,
4112,2473,419,782.43,User_2473,Hyderabad,Regular,2473,Darbar Delights Andhra,,
4113,2155,425,263.09,User_2155,Bangalore,Gold,2155,Ruchi Curry House Punjabi,,
4114,1086,436,638.48,User_1086,Bangalore,Gold,1086,Swagath Tiffins Punjabi,,
4115,2737,150,1496.28,User_2737,Hyderabad,Regular,2737,Sri Cafe Non-Veg,,
4116,1311,144,1189.2,User_1311,Bangalore,Regular,1311,Darbar Biryani Andhra,,
4117,1413,219,1091.81,User_1413,Chennai,Gold,1413,Taste of Cafe Andhra,,
4118,1154,80,1420.65,User_1154,Bangalore,Regular,1154,Spice Mess Chinese,,
4119,2094,128,933.93,User_2094,Hyderabad,Gold,2094,Swagath Kitchen South Indian,,
4120,2650,63,214.45,User_2650,Hyderabad,Gold,2650,Ruchi Foods South Indian,,
4121,1463,286,113.21,User_1463,Chennai,Gold,1463,Spice Mess Andhra,,
4122,2186,144,1451.83,User_2186,Chennai,Gold,2186,Darbar Biryani Andhra,,
4123,1510,395,1460.04,User_1510,Hyderabad,Gold,1510,Royal Restaurant Punjabi,,
4124,2161,180,549.0,User_2161,Chennai,Gold,2161,Grand Restaurant Punjabi,,
4125,2152,235,358.99,User_2152,Chennai,Gold,2152,Amma Delights Family Restaurant,,
4126,522,12,624.74,User_522,Bangalore,Gold,522,Royal Foods Multicuisine,,
4127,1138,485,126.09,User_1138,Hyderabad,Gold,1138,Grand Dhaba Andhra,,
4128,292,187,865.4,User_292,Hyderabad,Gold,292,Royal Kitchen North Indian,,
4129,2797,491,1053.24,User_2797,Hyderabad,Gold,2797,Classic Tiffins Chinese,,
4130,1180,69,887.05,User_1180,Hyderabad,Regular,1180,Classic Tiffins Punjabi,,
4131,1405,476,1275.9,User_1405,Pune,Regular,1405,Royal Curry House Multicuisine,,
4132,1893,38,744.94,User_1893,Hyderabad,Regular,1893,Grand Tiffins Multicuisine,,
4133,748,478,1393.15,User_748,Pune,Regular,748,New Tiffins Pure Veg,,
4134,1481,317,740.71,User_1481,Bangalore,Gold,1481,Darbar Cafe Pure Veg,,
4135,477,331,404.31,User_477,Pune,Gold,477,Spice Biryani Non-Veg,,
4136,2123,44,702.49,User_2123,Bangalore,Regular,2123,Classic Dhaba Pure Veg,,
4137,1992,145,1275.2,User_1992,Pune,Gold,1992,Amma Restaurant South Indian,,
4138,2878,142,1273.12,User_2878,Bangalore,Gold,2878,Ruchi Eatery Family Restaurant,,
4139,2786,288,388.18,User_2786,Bangalore,Regular,2786,Swagath Restaurant North Indian,,
4140,1531,39,1000.15,User_1531,Bangalore,Gold,1531,Ruchi Delights South Indian,,
4141,2056,77,1467.02,User_2056,Chennai,Regular,2056,Sri Mess Punjabi,,
4142,2620,201,806.05,User_2620,Pune,Gold,2620,Spice Cafe Pure Veg,,
4143,1325,440,950.54,User_1325,Bangalore,Gold,1325,Annapurna Kitchen North Indian,,
4144,1061,158,908.27,User_1061,Bangalore,Gold,1061,Hotel Biryani Pure Veg,,
4145,329,42,931.5,User_329,Hyderabad,Regular,329,Udupi Mess North Indian,,
4146,1974,435,1231.38,User_1974,Pune,Gold,1974,Classic Delights North Indian,,
4147,2043,441,1411.78,User_2043,Hyderabad,Gold,2043,Darbar Curry House Family Restaurant,,
4148,1111,58,954.94,User_1111,Hyderabad,Gold,1111,Sai Biryani Multicuisine,,
4149,815,433,185.25,User_815,Chennai,Gold,815,Sai Mess Multicuisine,,
4150,2654,314,457.55,User_2654,Chennai,Regular,2654,New Eatery Punjabi,,
4151,2808,300,570.93,User_2808,Hyderabad,Regular,2808,Ruchi Mess Punjabi,,
4152,2282,110,1109.25,User_2282,Bangalore,Regular,2282,Amma Kitchen South Indian,,
4153,466,497,204.26,User_466,Pune,Regular,466,Hotel Delights South Indian,,
4154,995,269,402.58,User_995,Hyderabad,Regular,995,Udupi Mess Pure Veg,,
4155,130,460,523.34,User_130,Hyderabad,Gold,130,New Biryani Andhra,,
4156,652,229,1047.06,User_652,Bangalore,Regular,652,Ruchi Mess Family Restaurant,,
4157,1162,48,1202.3,User_1162,Bangalore,Gold,1162,Royal Tiffins North Indian,,
4158,2457,497,1362.78,User_2457,Chennai,Gold,2457,Hotel Delights South Indian,,
4159,2079,210,341.29,User_2079,Pune,Regular,2079,Annapurna Restaurant South Indian,,
4160,74,142,1202.25,User_74,Pune,Regular,74,Ruchi Eatery Family Restaurant,,
4161,2122,119,1133.9,User_2122,Pune,Regular,2122,Spice Restaurant Non-Veg,,
4162,731,261,649.16,User_731,Bangalore,Regular,731,Spice Mess Non-Veg,,
4163,2519,483,1399.9,User_2519,Chennai,Gold,2519,Darbar Restaurant Family Restaurant,,
4164,34,321,206.85,User_34,Chennai,Regular,34,Sai Restaurant Non-Veg,,
4165,2354,290,1175.55,User_2354,Chennai,Regular,2354,Taste of Kitchen Chinese,,
4166,259,127,569.45,User_259,Bangalore,Gold,259,Hotel Eatery Family Restaurant,,
4167,779,211,826.15,User_779,Hyderabad,Regular,779,Darbar Mess Multicuisine,,
4168,968,56,1397.42,User_968,Bangalore,Regular,968,Sri Delights Pure Veg,,
4169,870,365,705.78,User_870,Bangalore,Gold,870,Udupi Kitchen Multicuisine,,
4170,2927,282,364.97,User_2927,Bangalore,Gold,2927,Hotel Curry House Chinese,,
4171,295,339,532.52,User_295,Pune,Regular,295,Annapurna Eatery South Indian,,
4172,329,41,439.0,User_329,Hyderabad,Regular,329,Classic Delights Pure Veg,,
4173,399,201,1124.29,User_399,Bangalore,Regular,399,Spice Cafe Pure Veg,,
4174,43,25,1111.04,User_43,Bangalore,Regular,43,Swagath Cafe Punjabi,,
4175,869,126,974.38,User_869,Chennai,Regular,869,Spice Tiffins North Indian,,
4176,319,488,139.38,User_319,Bangalore,Gold,319,New Biryani North Indian,,
4177,1781,100,917.81,User_1781,Hyderabad,Gold,1781,Spice Delights Family Restaurant,,
4178,428,492,1114.73,User_428,Hyderabad,Regular,428,Swagath Kitchen North Indian,,
4179,2440,234,1415.57,User_2440,Pune,Regular,2440,Swagath Kitchen North Indian,,
4180,734,350,741.32,User_734,Hyderabad,Gold,734,Classic Curry House South Indian,,
4181,126,349,1214.4,User_126,Hyderabad,Gold,126,Taste of Eatery Punjabi,,
4182,39,115,362.86,User_39,Hyderabad,Regular,39,Annapurna Eatery Non-Veg,,
4183,861,300,442.12,User_861,Chennai,Regular,861,Ruchi Mess Punjabi,,
4184,456,105,1031.28,User_456,Pune,Regular,456,Amma Curry House South Indian,,
4185,1206,138,295.42,User_1206,Bangalore,Gold,1206,Classic Mess Punjabi,,
4186,2559,48,1382.74,User_2559,Bangalore,Regular,2559,Royal Tiffins North Indian,,
4187,741,63,290.07,User_741,Chennai,Gold,741,Ruchi Foods South Indian,,
4188,2663,304,910.54,User_2663,Chennai,Regular,2663,Hotel Tiffins Andhra,,
4189,2244,340,1343.95,User_2244,Hyderabad,Gold,2244,Ruchi Tiffins Punjabi,,
4190,1504,496,766.26,User_1504,Bangalore,Regular,1504,Swagath Eatery Multicuisine,,
4191,1231,204,200.1,User_1231,Chennai,Gold,1231,Udupi Dhaba Non-Veg,,
4192,1637,334,1069.49,User_1637,Hyderabad,Gold,1637,Darbar Tiffins Family Restaurant,,
4193,2487,499,1152.49,User_2487,Hyderabad,Gold,2487,Annapurna Tiffins South Indian,,
4194,284,424,341.9,User_284,Chennai,Regular,284,Sai Cafe Family Restaurant,,
4195,1769,10,1146.72,User_1769,Hyderabad,Gold,1769,Darbar Restaurant Andhra,,
4196,966,91,270.22,User_966,Hyderabad,Gold,966,Annapurna Mess Non-Veg,,
